company,stand,overview,address,website,detail_url
AKKODIS,G85,"Akkodis
Digital Learning & Immersive Solutions : 25 ans d'innovation pédagogique
Acteur
historique du Digital Training, Akkodis conçoit et déploie des solutions de
formation digitale sur mesure qui répondent aux défis opérationnels de tous les
secteurs d'activité.
Notre
différence
: nous mobilisons toute l'expertise technologique d'un groupe
international de 50 000 ingénieurs (IA, data, cloud, ingénierie numérique) pour
créer des expériences d'apprentissage innovantes et performantes.
Notre
palette de solutions
:
E-learning
& Microlearning gamifié
: formats courts, engageants et accessibles
RGAA
Serious
Games
(présentiel & distanciel) : scénarios immersifs avec résultats
mesurables
Vidéos
pédagogiques interactives
: formats percutants et accessibles
Simulations
métiers
: entraînements réalistes et sécurisés avec analyse détaillée des
performances
VR/AR/3D
: acquisition de gestes métiers, collaboration multi-joueurs, intégration de
matériel haptique
Présentiel
augmenté & Classe virtuelle
: interactivité digitale, classe inversée,
évaluation par les pairs
Venez nous
rencontrer !
Présentez-nous vos besoins pédagogiques et vos enjeux
opérationnels : nos experts étudieront avec vous la solution de formation la
plus adaptée à vos objectifs.
Akkodis :
votre partenaire de confiance pour des formations qui font la différence.","Immeuble ALBERO, 3 
Avenue du Centre
GUYANCOURT
RHONE
78280
France",http://www.akkodis.com,https://www.learningtechnologiesfrance.com/exposants/akkodis
ALBUS FACTORY,M30,"Albus Factory, création d'expériences immersives sur-mesure pour les entreprises. Nous concevons des solutions uniques qui permettent à nos clients de captiver et marquer durablement leur audience. 

Nous intégrons l'apprentissage dans des environnements sociaux, gamifiés et interactifs, garantissant des expériences engageantes et mémorables. Notre expertise s'adresse aux entreprises souhaitant enrichir leur stratégie de communication et de formation par l'innovation, l'immersion, la créativité et l'excellence.","8 Rue Jacques Kable
Nogent-sur-Marne
94130
France",https://www.albusfactory.com/,https://www.learningtechnologiesfrance.com/exposants/albus-factory
ALEGRIA.GROUP,F112,"Nouvelles
Alegria.group est le partenaire des directions RH qui veulent accélérer avec l’IA, les automatisations et le NoCode, en rendant les équipes autonomes rapidement. Nous combinons acculturation, formations opérationnelles et accompagnement au déploiement pour implémenter des cas d’usage concrets dans votre activité. Nous avons déjà accompagné plus de 500 entreprises et formé plus de 10 000 personnes.
Ce que cela change pour vous côté RH:
- Des programmes prêts à déployer par équipe, adaptés à vos outils et à votre contexte
- Des livrables immédiats: assistants, automatisations, workflows documentés
- Une conduite du changement sécurisée et des indicateurs de réussite suivis
- Moins de dépendance aux prestataires, plus d’autonomie dans la durée
Résultat: des gains de productivité rapides, des pratiques sécurisées et des équipes qui savent faire, sans dépendance aux prestataires. Notre mission: passer de la curiosité à l’action, en toute confiance.⁠","2 rue Mozart
Clichy
92110
France",https://www.alegria.group,https://www.learningtechnologiesfrance.com/exposants/alegriagroup
ALTHERIA,F100,"Adresse
Cantersteen 12
Bruxelles
1000
Belgium
Site Internet
http://www.altheria-solutions.com
Contactez-nous
Nom de famille *","Cantersteen 12
Bruxelles
1000
Belgium",http://www.altheria-solutions.com,https://www.learningtechnologiesfrance.com/exposants/altheria
ALTISSIA,E41,"Altissia conçoit et développe des
solutions linguistiques innovantes
alliant
excellence académique
et
maîtrise technologique
.
Sa
plateforme en ligne
propose des
parcours d’apprentissage personnalisés
dans
26 langues
, adaptés aux
profils et objectifs
de chaque apprenant.
Son
test de niveau adaptatif
, disponible en
29 langues
, permet d’évaluer avec
fiabilité
les
compétences linguistiques
.
Forte de
plus de 20 ans d’expérience
et d’une
présence internationale
, Altissia conçoit et fait évoluer ses
propres solutions
grâce à une
équipe produit dédiée
, intégrant l’
intelligence artificielle
afin d’enrichir l’
expérience d’apprentissage
et d’optimiser la
progression des utilisateurs
.
Ses
contenus pédagogiques
, consolidés par une
équipe interne d’experts
et des
enseignants natifs
, garantissent
pertinence
,
qualité
et
efficacité de l’apprentissage
.","33 rue lafayette
PARIS
PARIS
75009
France",http://www.altissia.org,https://www.learningtechnologiesfrance.com/exposants/altissia
ALTISSIMA GROUP,F40,"Altissima Group offre une approche complète et une vision à 360° pour accompagner la réussite de vos projets Digital Learning. Depuis 2004, nous intervenons auprès de nos clients à travers 4 pôles d’expertise complémentaires.
CONSEIL
: nous accompagnons dans la définition et la mise en œuvre de votre stratégie Digital Learning. Nos consultants vous guident sur l’organisation de la formation, le choix et le déploiement des SIRH (LMS, TMS, LXP), l’accompagnement au changement et le transfert de savoir-faire.
FORMATION
: nos chefs de projets, ingénieurs pédagogiques, graphistes et intégrateurs conçoivent des dispositifs innovants et adaptés à vos besoins. Selon vos objectifs, nous réalisons des modules e-learning sur mesure, proposons des contenus sur étagère et formons vos formateurs.
ADMINISTRATION & SOLUTIONS TECHNIQUES
: nous gérons et optimisons vos environnements de formation (LMS, TMS, LXP). Nos administrateurs assurent la gestion quotidienne, les recettes techniques, le support et l’amélioration de vos environnements.
Nos développeurs créent également des solutions sur mesure tels que des applications web, l'installation et le paramétrage de plateformes open source.
COMMUNICATION
: pour engager vos apprenants, nous concevons des plans de communication et des supports dédiés - gestion de communautés, rédaction de mails et newsletters, création de teasers, affiches, vignettes, et dynamisation de vos outils de communication.
Nos experts sont à votre écoute pour comprendre vos enjeux et vous proposer des solutions réellement adaptées.","36 avenue de l'Annonciade
Monaco
98000
Monaco",http://altissimagroup.com,https://www.learningtechnologiesfrance.com/exposants/altissima-group
ANEMON SMS LEARNING,H104,"Dans un monde où 90 % des contenus de formation sont oubliés en moins de 20 jours
(courbe de l'oubli — Ebbinghaus), il ne suffit plus de former.
L'enjeu aujourd'hui, c'est de faire durer l'apprentissage dans le temps et de transformer des connaissances en comportements évoluant dans le quotidien professionnel.
C'est exactement ce que fait Anemon.
Nous avons choisi un canal universel, efficace, accessible à tous et partout : le média SMS.
Mais pas un simple texto.
Un outil conçu par Anemon, une technologie d'apprentissage durable via notre
technologie de SMS augmentés
. Interactifs avec l'apprenant, ils s'intègrent dans le quotidien professionnel sans perte de productivité.
Inspirée par les recherches de Harvard et Stanford
, notre ingénierie pédagogique textuelle s'appuie sur la répétition active et les neurosciences de la mémorisation. Chaque message devient une action de coaching :
✔ un rappel ciblé, adapté au métier,
✔ une question qui provoque la réflexion,
✔ une ressource spécifique qui déclenche un déclic.
Résultat : une solution déployable en 48h, multi-langues, multi-pays, avec 50 à 130 % d'engagement et 99 % de satisfaction.
94 % des apprenants déclarent préférer le SMS Learning d'Anemon au e-learning classique.
- Là où les plateformes forment, Anemon transforme.
- Là où les modules s'effacent, Anemon ancre.
Nos atouts ? Un outil unique en Europe, une simplicité radicale, et un seul objectif :
rendre l'apprentissage durable accessible à tous, partout.
Adoptée par les plus grandes entreprises,
la solution Anemon s'impose déjà comme un standard.
Airbus nous fait confiance sur des enjeux critiques de prévention et de sécurité, tandis que le Crédit Agricole, le Crédit Mutuel Arkéa ou encore les Laboratoires Grünenthal diffusent nos parcours pour former et transformer leurs équipes dans des environnements multi langues et multi sites. En 2025, nous avons signé un contrat de 2 ans avec Airbus pour déployer le SMS Learning à petite ou grande échelle. Nos clients couvrent des secteurs tels que : banque, santé, énergie, mobilité, industrie, secteur public. Nos clients sont des PME, des ETI et des Grands Groupes tels que :
Airbus, Enedis, EDF, Fraikin, Maison Cadiou, Crédit Agricole, Crédit Mutuel Arkéa, SDAEC Terralliance, Laboratoires Grünenthal…
autant d'acteurs qui montrent que tester Anemon, c'est l'adopter.","4 RUE ANDRE MARIE AMPERE
LANNION
COTE D'ARMOR
22300
France",http://www.anemon.co,https://www.learningtechnologiesfrance.com/exposants/anemon-sms-learning
ANTILOGY,L75,"Antilogy : votre partenaire de confiance pour l’intégration de la XR
Antilogy, cabinet de conseil et distributeur de contenus XR clé en main, est expert dans l’adoption, l’usage et le déploiement des médias immersifs au sein des organisations.
Un accompagnement global et personnalisé
Nous intervenons depuis l’audit initial jusqu’à l’optimisation continue des solutions XR. En combinant conseil stratégique et distribution de contenus XR prêts à l’emploi, nous offrons des solutions prêtes à l’emploi, et une méthodologie robuste en matière d’adoption des usages.
Des solutions immersives pour les défis d’aujourd’hui
Antilogy répond aux enjeux de transformation organisationnelle, qu’il s’agisse de former vos équipes, d’améliorer la QVT, de sensibiliser aux RPS ou de renforcer la collaboration à distance.
Nouveau : l’IA générative, et ses avatars personnalisables dans des environnements XR, renouvelle l’expérience apprenante immersive.
L'alliance de l'IA et de la XR pour une expérience immersive enrichissante
Un studio d’exploration et de conception d’expériences immersives centrées sur la simulation d’interactions humaines, à travers des agents conversationnels IA (ELFES), dans des environnements XR.
XR : réalité augmentée, mixte, virtuelle, métavers.","15 Rue des Halles
Paris
Paris
75001
France",http://www.antilogy.eu,https://www.learningtechnologiesfrance.com/exposants/antilogy
APOLEARN,C50,"Nouvelles
Apolearn est un
LMS ultra-intuitif
, un
outil auteur intégrant une IA pédagogique
et une équipe de passionnés pour faire de vos projets une réussite.
Apolearn, c'est la plateforme de digital learning tout-en-un qui vous permet de créer et déployer rapidement des formations inclusives, engageantes, tout en garantissant la conformité réglementaire.
Découvrez nous au stand C50 ou sur
apolearn.com","12 RUE ANSELME
SAINT-OUEN-SUR-SEINE
SEINE-SAINT-DENIS
93400
France",https://www.apolearn.com,https://www.learningtechnologiesfrance.com/exposants/apolearn
APTILINK,H55,"Nouvelles
Chez Aptilink, notre mission est double : transformer l'expérience d'apprentissage et maximiser l'impact pédagogique grâce à la technologie. Nous nous engageons à développer des solutions de formation qui sont non seulement efficaces et interactives, mais aussi inclusives et accessibles à tous.","55 AV MARCEAU
PARIS
PARIS
75116
France",http://www.aptilink.com,https://www.learningtechnologiesfrance.com/exposants/aptilink
ARKHAM STUDIO,D100,"Nouvelles
Arkham Studio - Experts en gamification et serious games.
Conception de serious games sur mesure pour sensibilser, former et communiquer grâce à la ludopédagogie.
Découvrez Enquêtes à Haut Risque, notre gamme de serious games clés en main pour la santé sécurité et la qualité de vie en entreprise.","42 RUE CALMETTE
SAINT-CYR-SUR-LOIRE
INDRE-ET-LOIRE
37540
France",http://www.arkham-studio.fr,https://www.learningtechnologiesfrance.com/exposants/arkham-studio
ASCENT FORMATION,N50,"Nouvelles
Ascent Formation est un organisme spécialisé dans la formation et le conseil aux professionnels, structuré autour de deux branches d’activité complémentaires :
Ascent Formation :
Branche dédiée aux formations IT, Ascent Formation couvre l’ensemble des thématiques liées aux technologies de l’information :
Cybersécurité, data, intelligence artificielle, DevOps, cloud, réseaux, systèmes, et bien d’autres domaines techniques.
Human Spark :
Pôle consacré au développement des compétences humaines, Human Spark accompagne les équipes sur des sujets tels que le développement personnel, le management, le leadership, les ressources humaines, la gestion de projets et un ensemble de thématiques connexes.
Notre approche :
Nous offrons la capacité d’intervenir avec un maximum de flexibilité et de réactivité, tout en maintenant des standards élevés de qualité.
Ascent mobilise des équipes et déploie ses formations en France et à l’international.
Nos programmes sont fortement axés sur la pratique, et nos formateurs consacrent plus de 50 % de leur temps à l’expertise terrain, garantissant une approche pragmatique et un retour d’expérience concret.","Le Topaze
4 BOULEVARD DE TRIEUX
PACE
35590
France",https://ascent-formation.fr/,https://www.learningtechnologiesfrance.com/exposants/ascent-formation
ATTENSI,F98,"Attensi is redefining corporate training. As a global leader in gamified simulations, we help organizations develop the skills, confidence, and behaviors their teams need to excel. From frontline employees to executives, our immersive experiences deliver unparalleled engagement and results that traditional approaches simply can't match.
Rooted in behavioral science, Attensi solutions drive real change by motivating employees to practice and master the skills essential to their success, while measuring the actual impact. Our native AI tools enable leaders to quickly analyze data, inform their decisions, and demonstrate ROI. This includes REALTALK, our communication training tool. REALTALK provides a safe space to rehearse difficult conversations and adapts to each user with instant feedback and personalized coaching, building confidence in the moments that truly matter.
A multi-award-winning company, Attensi was recognized in 2025 as one of Fast Company's World's Most Innovative Companies, one of TIME Statista's Top EdTech Companies, and a Strategic Challenger in Digital Learning on the prestigious Fosway 9-Grid. With offices in Europe and the United States and projects deployed in over 150 countries, Attensi supports organizations worldwide in enhancing skills and performance.","1 Chapel Street
Warwick
CV34 4HL
United Kingdom",https://attensi.com/,https://www.learningtechnologiesfrance.com/exposants/attensi
AUDACE DIGITAL LEARNING,K52,"Parce que l’on apprend mieux en faisant… et en jouant, Audace Digital Learning accompagne, depuis plus de 15 ans, les entreprises dans l’enrichissement de leur plan de formation en concevant et développant des modules elearning, des simulateurs ou encore des serious games adaptés.

Accroître les savoirs ; former à un nouveau produit, une nouvelle machine, un nouveau logiciel ; faire intégrer un nouveau process, de nouvelles règles… les objectifs de formation sont nombreux et variés. En réponse à vos enjeux spécifiques, Audace Digital Learning est en mesure de prendre en charge l’intégralité d’un projet elearning ou serious game depuis l’ingénierie pédagogique au développement informatique en passant par le design et la nécessaire « gamification ».

Les équipes d’Audace ont ainsi conçu de nombreuses solutions innovantes de formation numérique pour des sociétés telles que Arcelor Mittal, Renault Trucks, Honda, SNCF, Valéo, Oxylane, RATP, EDF Nucléaire, Schneider…","Bâtiment Regain Bis - Cellule 2
65 RUE DE GLASGOW
DOUVRIN
PAS-DE-CALAIS
62138
France",https://www.audace-digital-learning.fr/,https://www.learningtechnologiesfrance.com/exposants/audace-digital-learning
AUTRICE,C52,"""On passe encore du temps à débattre : accessibilité, inclusion, localisation, IA, RAG, GenAI… Mais en 2026, ça ne devrait plus être des options.
Ce sont des standards.
Par défaut. Partout ! Il le faut...
Le problème, c’est qu’on essaie souvent d’empiler du futur sur des systèmes pensés pour hier. Des solutions figées, intégrées au forceps, qui transforment chaque évolution en chantier. Et l’IA ne fait pas disparaître ce mur :
elle le rend visible, tout de suite.
Alors oui : une entreprise performante doit challenger ses outils. Mais soyons clairs : l’outil ne fait pas le travail à votre place.
Ce qui fait la différence, c’est toujours la créativité, le savoir-faire, la connaissance métier, le talent.
Et c’est exactement pour ça que vos outils doivent arrêter de consommer l’intelligence humaine sur des tâches automatisables.
L’intelligence humaine doit servir là où elle est irremplaçable :
le sens, la pédagogie, l’expérience, l’impact.
Aujourd’hui, le vrai défi, c’est l’orchestration : des parcours multimodaux, puissants, cohérents…
sans complexité, sans bricolage, sans dette technique.
Et avec une expérience accessible à tous, parce que si ce n’est pas accessible, ce n’est pas acceptable.
C’est pour ça qu’on a construit AUTRICE et qu’on lance
AUTRICE FLOW
et
ORIGIN
.""
Nicolas Chalons CEO @AUTRICE.AI
Si vous voulez voir ce que ça change dans vos dispositifs :
stand C52
Nous serons très heureux de vous accueillir avec nos clients et nos partenaires 😍","10 rue Raymond Aron
Paris
75013
France",https://autrice.ai/,https://www.learningtechnologiesfrance.com/exposants/autrice
AVENIR CONSEIL,L70,"Engagez vos apprenants grâce à la formation digitale
sur mesure
!
Avenir Conseil
et son
Agence de Digital
Learning
edufactory
accompagnent les
organisations dans la
digitalisation de leurs
formations
.
Véritables
spécialistes de la formation digitale sur mesure avec
plus de 10 ans d’expérience
, nous
personnalisons
entièrement vos parcours de formation
, en nous adaptant à tout sujet et
à tout format.
Avec plus de 600
thématiques traitées à ce jour, nous sommes capables d’aborder
un large périmètre de sujets
: aspects
réglementaires, RH & soft skills, gestes métiers, solutions IT, notions
transverses… Et cela sous n’importe quel
format !
Quel que soit votre
besoin de formation, nous vous conseillons le format le plus adapté parmi un
vaste panel : e-learning, serious game, réalité virtuelle, motion design,
interview d’expert…
Nos expertises
:
Conseil en digitalisation
Accompagnement au changement
Création sur mesure
Ancrage des savoirs
Reconnus par de
grands acteurs des secteurs public et privé, nous avons à cœur de concevoir
des
expériences d’apprentissage uniques
, qui
engagent les collaborateurs et boostent leur potentiel.
Avenir Conseil et
son Agence de Digital Learning edufactory sont
référencés
par l’UGAP
comme fournisseur exclusif sur
le
marché des formations sur mesure et prestations associées
jusqu'en
juin 2027.","65 AVENUE EDOUARD VAILLANT
BOULOGNE BILLANCOURT
HAUTS-DE-SEINE
92100
France",https://www.avenir-conseil.fr/,https://www.learningtechnologiesfrance.com/exposants/avenir-conseil
AZIMUTS,M81,"Azimuts – L’IA conversationnelle au service de la performance commerciale.
Transformez la formation de vos forces de vente avec
Azimuts
. Notre solution permet aux commerciaux de monter en compétences grâce à des simulations de ""roleplay"" ultra-réalistes animées par une IA conversationnelle.
Pourquoi choisir Azimuts ?
Réalisme métier :
Nous connectons la formation au contexte réel du business. Vos commerciaux s'exercent sur des situations adaptées à leur quotidien et à vos enjeux spécifiques.
Pratique illimitée :
Offrez un terrain d'entraînement sécurisé où l'erreur est pédagogique.
Feedback instantané :
L'IA analyse la posture et l'argumentaire pour un ancrage mémoriel immédiat.
Réconciliez enfin direction pédagogique et efficacité commerciale. Venez découvrir comment nous rendons l’entraînement terrain scalable et personnalisé.","4 Allée des Girolles
Saint-Selve
33650
France",https://www.azimuts.io/,https://www.learningtechnologiesfrance.com/exposants/azimuts
BABER LEARNING,K82,"Nouvelles
Baber Learning est une agence e-learning lilloise créée en 2021, spécialisée dans la création d'expériences pédagogiques innovantes pour les entreprises. Implantée au cœur d'un territoire entrepreneurial dynamique, à Lille, carrefour de l'Europe, l'agence conçoit des formations digitales engageantes qui allient pédagogie, créativité et innovation technologique.
Forte d'une expertise en storytelling, gamification, video learning et motion design, Baber Learning accompagne plus de 40 clients grands comptes, PME, TPE et organismes publics.
En 2025, Baber Learning lance B-Learn, le premier chatbot pédagogique vocalement interactif permettant aux collaborateurs de s'entraîner via des simulations d'entretiens professionnels avec coaching instantané par IA. Cette innovation positionne l'agence à la pointe de la transformation digitale de la formation, en offrant des solutions sur mesure qui accélèrent réellement la montée en compétence des équipes..","122 AVENUE SAINT-MAUR
LA MADELEINE
NORD
59110
France",https://www.baberlearning.fr/,https://www.learningtechnologiesfrance.com/exposants/baber-learning
BCDIPLOMA,J103,"Fondée en 2017, BCdiploma est devenue la solution de référence pour l’émission de certificats numériques infalsifiables et micro-certifications.
Utilisée par plus de 250 institutions dans 40 pays, BCdiploma garantit authenticité, pérennité et souveraineté des données.
Chaque certificat est un lien unique, accessible à vie, permettant une vérification instantanée sans création de compte ni application. Totalement personnalisables et interopérables (Open Badges, Verifiable Credentials EBSI), les certificats BCdiploma s’intègrent parfaitement aux écosystèmes existants.
Conçu pour être partagés, le format vise à transformer les apprenants en prescripteurs et à renforcer la visibilité des offres de formation des organismes sur les réseaux.
Lauréate de la médaille d’or Learning Impact pour son déploiement avec Stanford Online, BCdiploma s’impose comme un acteur clé de la transformation numérique du monde de la formation","104 Avenue Albert 1er
Rueil Malmaison
HAUTS-DE-SEINE
92500
France",https://www.bcdiploma.com,https://www.learningtechnologiesfrance.com/exposants/bcdiploma
BEALINK,B60,"Nouvelles
Bealink propose une suite complète de solutions pour la formation en entreprise, alliant technologies de pointe à un accompagnement sur mesure pour aider les entreprises à faire de la formation un levier stratégique incontournable.","35 Boulevard Solférino
Rennes
35000
France",https://bealink.com,https://www.learningtechnologiesfrance.com/exposants/bealink
BEEDEEZ,G80,"Nouvelles
Beedeez est le LMS des équipes terrain : une plateforme de formation qui vous connecte à vos équipes opérationnelles et transforme chaque compétence en avantage décisif sur le terrain.
Ce qui fait la force de notre plateforme :
Une origine 100 % terrain
Beedeez est pensé pour les réalités du terrain : pas de poste fixe, peu de temps, des gestes précis, du turnover… On connaît vos contraintes, et on conçoit pour elles.
Une IA métier
Notre IA n’est pas généraliste : elle comprend vos process, vos produits, vos contraintes. Résultat ? Des contenus générés plus vite, mieux ciblés, et un assistant IA qui accompagne vraiment vos apprenants au quotidien.
Un savoir vivant, qui circule
Chez Beedeez, on ne stocke pas le savoir : on le fait vivre. On capte l’expertise terrain, on la structure, on la partage — pour qu’elle profite à toute l’équipe, et à toute l’entreprise.","4 RUE DE LA PIERRE LEVEE
PARIS
PARIS
75011
France",http://www.beedeez.com,https://www.learningtechnologiesfrance.com/exposants/beedeez
BIPED,F118,"Biped est une agence experte de la cohésion en entreprise. Avec nos challenges ludiques et sportifs, nous proposons des expériences de cohésion pour engager l'ensemble des collaborateurs.","4 Place Rhin et Danube
La Baule-Escoublac
44500
France",http://agence-biped.com,https://www.learningtechnologiesfrance.com/exposants/biped
